"","x","y","c.1","c.2","c.3"
"58088",88,384,0.141176470588235,0.219607843137255,0.568627450980392
"53608",108,393,0.141176470588235,0.219607843137255,0.568627450980392
"77915",415,345,0.141176470588235,0.219607843137255,0.568627450980392
"29682",182,441,0.523852053527295,0.526565198383754,0.266345358963711
"195778",278,109,0.339629953560859,0.507966348728993,0.356423080726773
"8532",32,483,0.141176470588235,0.219607843137255,0.568627450980392
"4154",154,492,0.141176470588235,0.219607843137255,0.568627450980392
"59863",363,381,0.3810711062311,0.313091805841426,0.438363116236185
"19328",328,462,0.141176470588235,0.219607843137255,0.568627450980392
"68135",135,364,0.141176470588235,0.219607843137255,0.568627450980392
"7593",93,485,0.141135131103139,0.219566503652158,0.568586111495296
"175867",367,149,0.319644093559488,0.273796341250594,0.16827039323522
"158515",15,183,0.141176470588235,0.219607843137255,0.568627450980392
"55346",346,390,0.172199931770902,0.221342449654385,0.539300412410454
"235590",90,29,0.141176470588235,0.219607843137255,0.568627450980392
"203000",500,95,0.202976248286877,0.269642914953543,0.606686306883788
"116663",163,267,0.141176470588235,0.219607843137255,0.568627450980392
"26137",137,448,0.141176470588235,0.219607843137255,0.568627450980392
"231598",98,37,0.141176470588235,0.219607843137255,0.568627450980392
"61276",276,378,0.141176470588235,0.219607843137255,0.568627450980392
"218608",108,63,0.835901556596111,0.83742721268582,0.79656605815892
"119303",303,262,0.141176470588235,0.219607843137255,0.568627450980392
"42097",97,416,0.141176470588235,0.219607843137255,0.568627450980392
"196291",291,108,0.274731573034326,0.468890159101984,0.282583643062966
"26015",15,448,0.141176470588235,0.219607843137255,0.568627450980392
"159610",110,181,0.19845913614721,0.204184451580616,0.171456561704939
"137240",240,226,0.285132027679093,0.466737810198039,0.293842026376814
"115791",291,269,0.141176470588235,0.219607843137255,0.568627450980392
"85853",353,329,0.429541623224681,0.436065936168683,0.458327176549082
"244759",259,11,0.141176470588235,0.219607843137255,0.568627450980392
"128022",22,244,0.141176470588235,0.219607843137255,0.568627450980392
"225100",100,50,0.141176470588235,0.219607843137255,0.568627450980392
"171966",466,157,0.141176470588235,0.219607843137255,0.568627450980392
"50074",74,400,0.141176470588235,0.219607843137255,0.568627450980392
"219397",397,62,0.178232959384102,0.222132190565277,0.304765990481015
"165699",199,169,0.343790109581587,0.509700335153847,0.35926921126183
"231792",292,37,0.141176470588235,0.219607843137255,0.568627450980392
"158760",260,183,0.303637699856925,0.495768093274211,0.313640287794816
"232600",100,35,0.141176470588235,0.219607843137255,0.568627450980392
"53538",38,393,0.425668213374889,0.581748350345694,0.285817908301116
"214242",242,72,0.290405779859439,0.474719505349635,0.309782021976398
"65257",257,370,1,0.8,0.00392156862745098
"132536",36,235,0.141176470588235,0.219607843137255,0.568627450980392
"38910",410,423,0.141176470588235,0.219607843137255,0.568627450980392
"124824",324,251,0.141176470588235,0.219607843137255,0.568627450980392
"200033",33,100,0.141176470588235,0.219607843137255,0.568627450980392
"26668",168,447,0.12359899042432,0.221542217548679,0.592742729372844
"23948",448,453,0.141176470588235,0.219607843137255,0.568627450980392
"128773",273,243,0.344060810864871,0.508628416085121,0.35967794680833
"67151",151,366,0.142546812509959,0.217514349602737,0.570990860347976
"234730",230,31,0.141176470588235,0.219607843137255,0.568627450980392
"206787",287,87,0.301493279521726,0.480837015368066,0.302978043970761
"154166",166,192,0.148709274050996,0.214759581052223,0.570154979404281
"24316",316,452,0.141176470588235,0.219607843137255,0.568627450980392
"195618",118,109,0.141176470588235,0.219607843137255,0.568627450980392
"184471",471,132,0.141176470588235,0.219607843137255,0.568627450980392
"225241",241,50,0.149279607367216,0.220510731941335,0.576179597877221
"249054",54,2,0.131014193386852,0.22511306198457,0.581090089667152
"35090",90,430,0.141176470588235,0.219607843137255,0.568627450980392
"120027",27,260,0.141176470588235,0.219607843137255,0.568627450980392
"248034",34,4,0.141176470588235,0.219607843137255,0.568627450980392
"87195",195,326,0.77900344642981,0.801375207923615,0.798401889572744
"26406",406,448,0.141176470588235,0.219607843137255,0.568627450980392
"229396",396,42,0.141176470588235,0.219607843137255,0.568627450980392
"145290",290,210,0.456341625577587,0.592249928260922,0.467433031821215
"223716",216,53,0.141176470588235,0.219607843137255,0.568627450980392
"148318",318,204,0.141176470588235,0.219605171573031,0.568628549921704
"52409",409,396,0.141176470588235,0.219607843137255,0.568627450980392
"10550",50,479,0.141176470588235,0.219607843137255,0.568627450980392
"94150",150,312,0.141176470588235,0.219607843137255,0.568627450980392
"224472",472,52,0.141176470588235,0.219607843137255,0.568627450980392
"161393",393,178,0.141176470588235,0.219607843137255,0.568627450980392
"117244",244,266,0.444533878401334,0.581777987311551,0.455360524190183
"210679",179,79,0.141176470588235,0.219607843137255,0.568627450980392
"44551",51,411,0.141176470588235,0.220037964977378,0.565228906073426
"162667",167,175,0.141176470588235,0.219607843137255,0.568627450980392
"162805",305,175,0.751789437746055,0.79748707949465,0.763371107890708
"27709",209,445,0.92156862745098,0.827450980392157,0.231372549019608
"85606",106,329,0.141176470588235,0.219607843137255,0.568627450980392
"63327",327,374,0.227450980392157,0.211764705882353,0.207843137254902
"47009",9,406,0.141176470588235,0.219607843137255,0.568627450980392
"239684",184,21,0.141176470588235,0.219607843137255,0.568627450980392
"11220",220,478,0.929471217775365,0.832371235190485,0.238779580543919
"177016",16,146,0.141176470588235,0.219607843137255,0.568627450980392
"64125",125,372,0.141176470588235,0.219607843137255,0.568627450980392
"213342",342,74,0.141176470588235,0.219607843137255,0.568627450980392
"146423",423,208,0.141176470588235,0.219607843137255,0.568627450980392
"131397",397,238,0.141176470588235,0.219607843137255,0.568627450980392
"181336",336,138,0.141176470588235,0.219607843137255,0.568627450980392
"237732",232,25,0.141176470588235,0.219607843137255,0.568627450980392
"140617",117,219,0.650980392156863,0.576470588235294,0.215686274509804
"139298",298,222,0.864238281963382,0.923087701950167,0.875739353891924
"164443",443,172,0.141176470588235,0.219607843137255,0.568627450980392
"32039",39,436,0.141176470588235,0.217393485005665,0.573994363412881
"94442",442,312,0.141176470588235,0.219607843137255,0.568627450980392
"86802",302,327,0.141176470588235,0.219607843137255,0.568627450980392
"48797",297,403,0.141176470588235,0.219607843137255,0.568627450980392
"63523",23,373,0.141538580362982,0.218338765729233,0.571783837796056
"35459",459,430,0.141176470588235,0.219607843137255,0.568627450980392
"210226",226,80,0.199715846159275,0.403825199397777,0.22700407988852
"35604",104,429,0.141176470588235,0.219607843137255,0.568627450980392
"139032",32,222,0.141176470588235,0.219607843137255,0.568627450980392
"29587",87,441,0.141176470588235,0.219607843137255,0.568627450980392
"69669",169,361,0.71387377492912,0.7292877617529,0.733699542607018
"235398",398,30,0.141176470588235,0.219607843137255,0.568627450980392
"149355",355,202,0.317288070179908,0.356255921073828,0.597106273937769
"146635",135,207,0.348506061199611,0.373723503661572,0.388008962159222
"244453",453,12,0.141176470588235,0.219607843137255,0.568627450980392
"191922",422,117,0.51441025809696,0.567689363327231,0.607095238792842
"5972",472,489,0.141176470588235,0.219607843137255,0.568627450980392
"7833",333,485,0.141176470588235,0.219607843137255,0.568627450980392
"164882",382,171,0.214988687923585,0.290817779502783,0.557022832254076
"68382",382,364,0.141176470588235,0.219607843137255,0.568627450980392
"63587",87,373,0.314156199401385,0.329155549467168,0.223347822908984
"152818",318,195,0.141147954955911,0.21963158405905,0.568581598601506
"35925",425,429,0.141176470588235,0.219607843137255,0.568627450980392
"197529",29,105,0.141176470588235,0.219607843137255,0.568627450980392
"88001",1,324,0.141176470588235,0.219607843137255,0.568627450980392
"185503",3,129,0.141176470588235,0.219607843137255,0.568627450980392
"154790",290,191,0.251158448209088,0.435472173699284,0.255510639917918
"29868",368,441,0.141176470588235,0.219607843137255,0.568627450980392
"90966",466,319,0.141176470588235,0.219607843137255,0.568627450980392
"106305",305,288,0.141176470588235,0.219607843137255,0.568627450980392
"238831",331,23,0.141176470588235,0.219607843137255,0.568627450980392
"135034",34,230,0.141176470588235,0.219607843137255,0.568627450980392
"93771",271,313,0.132086639534012,0.219763279601218,0.581723586271643
"8137",137,484,0.141176470588235,0.219607843137255,0.568627450980392
"127625",125,245,0.786331290447941,0.700098943473861,0.223932768010707
"117656",156,265,0.652541362501716,0.568374205294691,0.225364581746769
"213008",8,74,0.141176470588235,0.219607843137255,0.568627450980392
"133086",86,234,0.141176470588235,0.219607843137255,0.568627450980392
"187497",497,126,0.141176470588235,0.219607843137255,0.568627450980392
"59954",454,381,0.141176470588235,0.219607843137255,0.568627450980392
"195142",142,110,0.141176470588235,0.219607843137255,0.568627450980392
"116236",236,268,0.332803891657788,0.513612593784758,0.354164246476655
"246160",160,8,0.141176470588235,0.219607843137255,0.568627450980392
"133880",380,233,0.141176470588235,0.219607843137255,0.568627450980392
"180371",371,140,0.932060943599068,0.830974473892828,0.033377305626887
"96743",243,307,0.466333857974461,0.604099554058056,0.477865794996064
"84245",245,332,0.746443839263091,0.808066833821152,0.770110747877706
"66760",260,367,1,0.8,0.00392156862745098
"235112",112,30,0.141176470588235,0.219607843137255,0.568627450980392
"76472",472,348,0.141176470588235,0.219607843137255,0.568627450980392
"177155",155,146,0.667939499077918,0.636861004705717,0.584921329797188
"92175",175,316,0.141176470588235,0.219607843137255,0.568627450980392
"55951",451,389,0.141176470588235,0.219607843137255,0.568627450980392
"247953",453,5,0.141176470588235,0.219607843137255,0.568627450980392
"154654",154,191,0.200312662583135,0.196720154534574,0.19645237974234
"90230",230,320,0.600777320118099,0.702510020712718,0.592696835654472
"153675",175,193,0.141176470588235,0.219607843137255,0.568627450980392
"23625",125,453,0.141176470588235,0.219607843137255,0.568627450980392
"247482",482,6,0.141176470588235,0.219607843137255,0.568627450980392
"50814",314,399,0.141176470588235,0.219607843137255,0.568627450980392
"186841",341,127,0.141176470588235,0.219607843137255,0.568627450980392
"126044",44,248,0.141176470588235,0.219607843137255,0.568627450980392
"28683",183,443,0.519108363114772,0.518530361324066,0.293458780067833
"239348",348,22,0.141176470588235,0.219607843137255,0.568627450980392
"226972",472,47,0.141176470588235,0.219607843137255,0.568627450980392
"139103",103,222,0.141176470588235,0.219607843137255,0.568627450980392
"24416",416,452,0.141176470588235,0.219607843137255,0.568627450980392
"110036",36,280,0.141176470588235,0.219607843137255,0.568627450980392
"127663",163,245,0.158195369907048,0.219461737339574,0.449774167990973
"155074",74,190,0.141176470588235,0.219607843137255,0.568627450980392
"161644",144,177,0.201720783626801,0.198717657784697,0.1904664670848
"25934",434,449,0.141176470588235,0.219607843137255,0.568627450980392
"218160",160,64,0.141176470588235,0.219607843137255,0.568627450980392
"205173",173,90,0.141176470588235,0.219607843137255,0.568627450980392
"230624",124,39,0.141176470588235,0.219607843137255,0.568627450980392
"102907",407,295,0.35026285324041,0.352250240374034,0.364068151896185
"154413",413,192,0.141176470588235,0.219607843137255,0.568627450980392
"175549",49,149,0.139746641147458,0.22081840794908,0.572862688118449
"127279",279,246,0.59106119930962,0.698104638866397,0.620111575098028
"198342",342,104,0.141176470588235,0.219607843137255,0.568627450980392
"63012",12,374,0.141176470588235,0.219607843137255,0.568627450980392
"4309",309,492,0.141176470588235,0.219607843137255,0.568627450980392
"164745",245,171,0.243366268759482,0.444189637619021,0.271554871306695
"207276",276,86,0.202655035320241,0.391930387820954,0.198443161881178
"132733",233,235,0.345098039215686,0.509803921568627,0.36078431372549
"208309",309,84,0.460978422416522,0.59399266143183,0.48535185555853
"162491",491,176,0.141176470588235,0.219607843137255,0.568627450980392
"211541",41,77,0.141176470588235,0.219607843137255,0.568627450980392
"218642",142,63,0.141176470588235,0.219607843137255,0.568627450980392
"239594",94,21,0.141176470588235,0.219607843137255,0.568627450980392
"143619",119,213,0.643060153317299,0.583099354000785,0.197856747505255
"249980",480,1,0.226452592210068,0.292346212227908,0.615629939126488
"59546",46,381,0.141176470588235,0.219607843137255,0.568627450980392
"223827",327,53,0.141176470588235,0.219607843137255,0.568627450980392
"102937",437,295,0.141176470588235,0.219607843137255,0.568627450980392
"236701",201,27,0.141176470588235,0.219607843137255,0.568627450980392
"245969",469,9,0.141176470588235,0.219607843137255,0.568627450980392
"221659",159,57,0.141176470588235,0.219607843137255,0.568627450980392
"57570",70,385,0.141176470588235,0.219607843137255,0.568627450980392
"61877",377,377,0.141176470588235,0.219607843137255,0.568627450980392
"206636",136,87,0.141176470588235,0.219607843137255,0.568627450980392
"201558",58,97,0.141176470588235,0.219607843137255,0.568627450980392
"146036",36,208,0.141176470588235,0.219607843137255,0.568627450980392
"118091",91,264,0.141176470588235,0.219607843137255,0.568627450980392
"208184",184,84,0.141176470588235,0.219607843137255,0.568627450980392
"24645",145,451,0.141176470588235,0.219607843137255,0.568627450980392
"194677",177,111,0.141176470588235,0.219607843137255,0.568627450980392
"203645",145,93,0.141176470588235,0.219607843137255,0.568627450980392
"186016",16,128,0.141176470588235,0.219607843137255,0.568627450980392
"222930",430,55,0.141176470588235,0.219607843137255,0.568627450980392
"195073",73,110,0.141176470588235,0.219607843137255,0.568627450980392
"213065",65,74,0.141176470588235,0.219607843137255,0.568627450980392
"165525",25,169,0.141176470588235,0.219607843137255,0.568627450980392
"109567",67,281,0.141176470588235,0.219607843137255,0.568627450980392
"82715",215,335,0.141176470588235,0.219607843137255,0.568627450980392
"92049",49,316,0.141176470588235,0.219607843137255,0.568627450980392
"198661",161,103,0.141176470588235,0.219607843137255,0.568627450980392
"148957",457,203,0.141176470588235,0.219607843137255,0.568627450980392
"130294",294,240,0.137266156635602,0.218329786448574,0.580104766484832
"244245",245,12,0.141176470588235,0.219607843137255,0.568627450980392
"52927",427,395,0.141176470588235,0.219607843137255,0.568627450980392
"84642",142,331,0.141176470588235,0.219607843137255,0.568627450980392
"108824",324,283,0.141176470588235,0.219607843137255,0.568627450980392
"154561",61,191,0.141176470588235,0.219607843137255,0.568627450980392
"64035",35,372,0.141176470588235,0.219607843137255,0.568627450980392
"51997",497,397,0.141176470588235,0.219607843137255,0.568627450980392
"183492",492,134,0.141176470588235,0.219607843137255,0.568627450980392
"76151",151,348,0.141176470588235,0.219607843137255,0.568627450980392
"136637",137,227,0.739200920327177,0.670757930435482,0.211757586878524
"67875",375,365,0.140913809834803,0.218605925596626,0.572324496251891
"10037",37,480,0.151388139861916,0.238415095471259,0.526441992938337
"32265",265,436,0.141176470588235,0.219607843137255,0.568627450980392
"67062",62,366,0.141176470588235,0.219607843137255,0.568627450980392
"111588",88,277,0.141176470588235,0.219607843137255,0.568627450980392
"61634",134,377,0.941176470588235,0.941908122632652,0.893998563504567
"45550",50,409,0.141176470588235,0.219607843137255,0.568627450980392
"122668",168,255,0.521129493603107,0.535658288367385,0.549458741691011
"247888",388,5,0.141176470588235,0.219607843137255,0.568627450980392
"64713",213,371,0.141176470588235,0.219607843137255,0.568627450980392
"66500",500,368,0.202976248286877,0.269642914953543,0.606686306883788
"199810",310,101,0.543428268513494,0.657813295744718,0.54800937417609
"84591",91,331,0.141176470588235,0.219607843137255,0.568627450980392
"123391",391,254,0.135460354912743,0.222249317383905,0.567532271561386
"143642",142,213,0.815913081872308,0.835501238802264,0.858843517052809
"52243",243,396,0.131714253452263,0.221862836260216,0.577211340133868
"134429",429,232,0.141176470588235,0.219607843137255,0.568627450980392
"139344",344,222,0.141176470588235,0.219607843137255,0.568627450980392
"37256",256,426,0.141176470588235,0.219607843137255,0.568627450980392
"133587",87,233,0.141176470588235,0.219607843137255,0.568627450980392
"109679",179,281,0.141176470588235,0.219607843137255,0.568627450980392
"66",66,500,0.141176470588235,0.219607843137255,0.568627450980392
"241881",381,17,0.833442320579594,0.845056040882546,0.880472816226843
"178795",295,143,0.246444126055768,0.379738236830138,0.216502191927155
"70905",405,359,0.141176470588235,0.219607843137255,0.568627450980392
"145398",398,210,0.141176470588235,0.219607843137255,0.568627450980392
"97888",388,305,0.307527238995819,0.30474653680832,0.296903399553418
"175387",387,150,0.510295651298894,0.564899771427958,0.60744134501942
"56190",190,388,0.926513491300291,0.897255549957213,0.704137704374125
"131413",413,238,0.141176470588235,0.219607843137255,0.568627450980392
"137251",251,226,0.224797543532007,0.41592548027288,0.259846111527506
"61065",65,378,0.141176470588235,0.219607843137255,0.568627450980392
"195470",470,110,0.141176470588235,0.219607843137255,0.568627450980392
"217599",99,65,0.141176470588235,0.219607843137255,0.568627450980392
"44305",305,412,0.141176470588235,0.219607843137255,0.568627450980392
"59318",318,382,0.141176470588235,0.219607843137255,0.568627450980392
"176396",396,148,0.422967723568306,0.497584989481383,0.623226362334334
"126906",406,247,0.141176470588235,0.219607843137255,0.568627450980392
"209707",207,81,0.220078153846806,0.420947902163666,0.233729881482883
"114558",58,271,0.141176470588235,0.219607843137255,0.568627450980392
"202297",297,96,0.23921568627451,0.432273915152653,0.246157457396366
"247750",250,5,0.141176470588235,0.219607843137255,0.568627450980392
"88691",191,323,0.134513418887292,0.217928628085197,0.581838255113386
"95753",253,309,0.34132914591909,0.511688368216926,0.35654664100277
"7527",27,485,0.141176470588235,0.219607843137255,0.568627450980392
"57030",30,386,0.195917479532283,0.273401602564757,0.492783373837847
"121257",257,258,0.53094424525559,0.660356009961472,0.538787382510492
"46891",391,407,0.141176470588235,0.219607843137255,0.568627450980392
"94280",280,312,0.141176470588235,0.219607843137255,0.568627450980392
"136462",462,228,0.141176470588235,0.219607843137255,0.568627450980392
"127707",207,245,0.459221675160165,0.593253640624195,0.452762561474075
"220113",113,60,0.551010078213358,0.554359484252373,0.710080425882131
"146512",12,207,0.141176470588235,0.219607843137255,0.568627450980392
"2477",477,496,0.141176470588235,0.219607843137255,0.568627450980392
"55214",214,390,0.141176470588235,0.219607843137255,0.568627450980392
"175937",437,149,0.141176470588235,0.219607843137255,0.568627450980392
"124167",167,252,0.53488881586154,0.533333333333333,0.53022236827692
"235180",180,30,0.141176470588235,0.219607843137255,0.568627450980392
"144874",374,211,0.141176470588235,0.219607843137255,0.568627450980392
"10031",31,480,0.140751455897,0.224102695686675,0.567815400527376
"69752",252,361,1,0.8,0.00392156862745098
"64702",202,371,0.141176470588235,0.219607843137255,0.568627450980392
"96171",171,308,0.141176470588235,0.219607843137255,0.568627450980392
"100325",325,300,0.141176470588235,0.219607843137255,0.568627450980392
"67925",425,365,0.141176470588235,0.219607843137255,0.568627450980392
"28789",289,443,0.141176470588235,0.219607843137255,0.568627450980392
"94049",49,312,0.141176470588235,0.219607843137255,0.568627450980392
"32562",62,435,0.148755369299357,0.213436061264807,0.569452144425933
"137108",108,226,0.141176470588235,0.217734949152563,0.573301267328231
"230871",371,39,0.141176470588235,0.219607843137255,0.568627450980392
"230229",229,40,0.141176470588235,0.219607843137255,0.568627450980392
"245534",34,9,0.141176470588235,0.219607843137255,0.568627450980392
"235411",411,30,0.141176470588235,0.219607843137255,0.568627450980392
"159434",434,182,0.141176470588235,0.219607843137255,0.568627450980392
"21869",369,457,0.141176470588235,0.219607843137255,0.568627450980392
"236789",289,27,0.141176470588235,0.219607843137255,0.568627450980392
"62698",198,375,0.438887776311288,0.468063517533208,0.544800963340911
"52178",178,396,0.637589845665147,0.643369968643398,0.628473226624582
"232444",444,36,0.141176470588235,0.219607843137255,0.568627450980392
"53984",484,393,0.141176470588235,0.219607843137255,0.568627450980392
"164390",390,172,0.141176470588235,0.219607843137255,0.568627450980392
"182732",232,135,0.193574822586217,0.281385080481647,0.459034367675671
"114213",213,272,0.908292141766082,0.917285019670404,0.897371009416609
"65581",81,369,0.325326717362139,0.326069927237597,0.259526464293868
"15388",388,470,0.141176470588235,0.219607843137255,0.568627450980392
"20295",295,460,0.141176470588235,0.219607843137255,0.568627450980392
"210481",481,80,0.141176470588235,0.219607843137255,0.568627450980392
"132162",162,236,0.193014179934295,0.201782436301387,0.231601757517204
"105814",314,289,0.141176470588235,0.219607843137255,0.568627450980392
"13626",126,473,0.141176470588235,0.219607843137255,0.568627450980392
"122334",334,256,0.141176470588235,0.219607843137255,0.568627450980392
"188466",466,124,0.141176470588235,0.219607843137255,0.568627450980392
"116598",98,267,0.141176470588235,0.219607843137255,0.568627450980392
"189242",242,122,0.255913231383445,0.44908413102822,0.272810716634529
"46552",52,407,0.141176470588235,0.219607843137255,0.568627450980392
"72918",418,355,0.141176470588235,0.219607843137255,0.568627450980392
"182784",284,135,0.345098039215686,0.509803921568627,0.36078431372549
"19414",414,462,0.141176470588235,0.219607843137255,0.568627450980392
"179995",495,141,0.141176470588235,0.219607843137255,0.568627450980392
"226784",284,47,0.141176470588235,0.220475970601804,0.562213814172865
"108235",235,284,0.34231424345672,0.512342408823031,0.361548706642104
"1325",325,498,0.141176470588235,0.219607843137255,0.568627450980392
"5974",474,489,0.141176470588235,0.219607843137255,0.568627450980392
"207323",323,86,0.141176470588235,0.219607843137255,0.568627450980392
"225156",156,50,0.141176470588235,0.219607843137255,0.568627450980392
"36343",343,428,0.141176470588235,0.219607843137255,0.568627450980392
"133029",29,234,0.141176470588235,0.219607843137255,0.568627450980392
"10490",490,480,0.141176470588235,0.219607843137255,0.568627450980392
"209180",180,82,0.141176470588235,0.219607843137255,0.568627450980392
"22506",6,455,0.141176470588235,0.219607843137255,0.568627450980392
"45845",345,409,0.141176470588235,0.219607843137255,0.568627450980392
"199856",356,101,0.141176470588235,0.219607843137255,0.568627450980392
"45335",335,410,0.141176470588235,0.219607843137255,0.568627450980392
"204610",110,91,0.141176470588235,0.219607843137255,0.568627450980392
"144838",338,211,0.141176470588235,0.219607843137255,0.568627450980392
"53287",287,394,0.141176470588235,0.219607843137255,0.568627450980392
"168811",311,163,0.875026550930233,0.91575946348445,0.883049123942675
"112605",105,275,0.141176470588235,0.219607843137255,0.568627450980392
"156223",223,188,0.236054274988929,0.409294096339999,0.322212079981465
"89687",187,321,0.141176470588235,0.219607843137255,0.568627450980392
"162375",375,176,0.141176470588235,0.219607843137255,0.568627450980392
"185431",431,130,0.141176470588235,0.219607843137255,0.568627450980392
"203307",307,94,0.409848663810091,0.559388082951225,0.424574289642743
"237896",396,25,0.141176470588235,0.219607843137255,0.568627450980392
"155273",273,190,0.312762340480078,0.481173096769508,0.363144612296821
"222819",319,55,0.141176470588235,0.219607843137255,0.568627450980392
"14311",311,472,0.141176470588235,0.219607843137255,0.568627450980392
"248898",398,3,0.141176470588235,0.219607843137255,0.568627450980392
"219685",185,61,0.141176470588235,0.219607843137255,0.568627450980392
"217600",100,65,0.141176470588235,0.219607843137255,0.568627450980392
"240492",492,20,0.141176470588235,0.219607843137255,0.568627450980392
"242859",359,15,0.141176470588235,0.219607843137255,0.568627450980392
"78764",264,343,0.141176470588235,0.219607843137255,0.568627450980392
"103645",145,293,0.141176470588235,0.219607843137255,0.568627450980392
"148093",93,204,0.146970628321676,0.215297781531173,0.581317443055354
"77927",427,345,0.141176470588235,0.219607843137255,0.568627450980392
"142594",94,215,0.141176470588235,0.219607843137255,0.568627450980392
"244417",417,12,0.141176470588235,0.219607843137255,0.568627450980392
"206652",152,87,0.141176470588235,0.219607843137255,0.568627450980392
"15238",238,470,0.466666666666667,0.466666666666667,0.466666666666667
"152699",199,195,0.138335714186241,0.216662013821495,0.572915559597409
"151808",308,197,0.461797323166714,0.601230753982859,0.427683599397274
"212089",89,76,0.141176470588235,0.219607843137255,0.568627450980392
"91626",126,317,0.141176470588235,0.219607843137255,0.568627450980392
"110358",358,280,0.772536073459094,0.757195531398024,0.711122428943475
"10068",68,480,0.141176470588235,0.218895830793216,0.570158961774679
"66781",281,367,0.141176470588235,0.219607843137255,0.568627450980392
"136601",101,227,0.141176470588235,0.219607843137255,0.568627450980392
"45316",316,410,0.141176470588235,0.219607843137255,0.568627450980392
"199458",458,102,0.141176470588235,0.219607843137255,0.568627450980392
"103337",337,294,0.141176470588235,0.219607843137255,0.568627450980392
"72668",168,355,0.139413272649725,0.217256439445134,0.583491341888385
"79657",157,341,0.141176470588235,0.219607843137255,0.568627450980392
"93314",314,314,0.141176470588235,0.219607843137255,0.568627450980392
"157710",210,185,0.337437420954921,0.513908009190215,0.353123695464725
"170565",65,159,0.141271177626113,0.21733340667647,0.594411116924763
"208296",296,84,0.415383569575141,0.560481608790828,0.431066714341428
"144194",194,212,0.141176470588235,0.219607843137255,0.568627450980392
"194753",253,111,0.362443863239992,0.526198834087,0.38925069694281
"179243",243,142,0.266666666666667,0.368627450980392,0.215686274509804
"151897",397,197,0.141176470588235,0.219607843137255,0.568627450980392
"204753",253,91,0.229924170207372,0.345446710212819,0.431925929701982
"119793",293,261,0.147647898273449,0.220606868636405,0.585781232426682
"104289",289,292,0.141176470588235,0.219607843137255,0.568627450980392
"171758",258,157,0.255073590269085,0.439387315759281,0.27468143340634
"227346",346,46,0.141176470588235,0.219607843137255,0.568627450980392
"191697",197,117,0.413785057810385,0.563527782816745,0.411754040295198
"78200",200,344,0.422752401692745,0.465083336827812,0.532813497920637
"208613",113,83,0.137431872851526,0.22421711476903,0.585277958645202
"227900",400,45,0.141176470588235,0.219607843137255,0.568627450980392
"57523",23,385,0.136005939657219,0.213747545672617,0.613012722545197
"74013",13,352,0.141176470588235,0.219607843137255,0.568627450980392
"98769",269,303,0.602574049546458,0.694062417506734,0.608450886250092
"128915",415,243,0.141176470588235,0.219607843137255,0.568627450980392
"233751",251,33,0.141176470588235,0.219607843137255,0.568627450980392
"153131",131,194,0.364062114608882,0.376856506108499,0.385942151539856
"83934",434,333,0.141176470588235,0.219607843137255,0.568627450980392
"44703",203,411,0.321194207122068,0.317966638880504,0.254098741478802
"249954",454,1,0.226452592210068,0.292346212227908,0.615629939126489
"105556",56,289,0.141176470588235,0.219607843137255,0.568627450980392
"245711",211,9,0.141176470588235,0.219607843137255,0.568627450980392
"54672",172,391,0.934798950710855,0.938720519338305,0.8802118986217
"174148",148,152,0.141176470588235,0.218023596939814,0.572527841734124
"47442",442,406,0.141176470588235,0.219607843137255,0.568627450980392
"60160",160,380,0.941176470588235,0.945098039215686,0.890196078431372
"153237",237,194,0.259926170607831,0.435704539500055,0.296866619469032
"178982",482,143,0.141176470588235,0.219607843137255,0.568627450980392
"119563",63,261,0.141176470588235,0.219607843137255,0.568627450980392
"158635",135,183,0.199950303049,0.196028734421549,0.188185597166647
"141456",456,218,0.141176470588235,0.219607843137255,0.568627450980392
"180974",474,139,0.141176470588235,0.219607843137255,0.568627450980392
"218481",481,64,0.141176470588235,0.219607843137255,0.568627450980392
"53675",175,393,0.948402247417662,0.951309779145437,0.896994952733079
"208923",423,83,0.992837393348758,0.994975452570688,0.999505614207816
"181088",88,138,0.141176470588235,0.219607843137255,0.568627450980392
"165381",381,170,0.552884527596178,0.618615490519991,0.633333759646773
"66186",186,368,0.827262822003261,0.828720633108013,0.747266913578799
"150119",119,200,0.565051687145774,0.567344495562727,0.599353565859152
"103616",116,293,0.141176470588235,0.219607843137255,0.568627450980392
"94610",110,311,0.141176470588235,0.219607843137255,0.568627450980392
"220402",402,60,0.143826951675201,0.217052649563437,0.57178881920401
"131992",492,237,0.141176470588235,0.219607843137255,0.568627450980392
"145093",93,210,0.141176470588235,0.219607843137255,0.568627450980392
"117109",109,266,0.141176470588235,0.219607843137255,0.568627450980392
"138021",21,224,0.141176470588235,0.219607843137255,0.568627450980392
"62323",323,376,0.209902994228379,0.250882555375467,0.537258967010152
"48545",45,403,0.432853885736337,0.577242527330416,0.298807456619959
"124553",53,251,0.141176470588235,0.219607843137255,0.568627450980392
"102426",426,296,0.453984194933035,0.449638910363172,0.446776774557469
"112337",337,276,0.141176470588235,0.219607843137255,0.568627450980392
"100190",190,300,0.141176470588235,0.219607843137255,0.568627450980392
"76088",88,348,0.141176470588235,0.219607843137255,0.568627450980392
"191943",443,117,0.141176470588235,0.219607843137255,0.568627450980392
"233516",16,33,0.141176470588235,0.219607843137255,0.568627450980392
"92105",105,316,0.141176470588235,0.219607843137255,0.568627450980392
